alcohol,residual_sugar,citric_acid,chlorides,ph,quality
10.036922919761139,10.56247728646413,0.2791031947043047,0.16877002043295017,3.2577648939021686,Low
9.443919186323315,11.443023070008548,0.10906125452052612,0.12428527330751152,3.4443343353504625,Low
10.188290546027359,8.680995077981915,0.3402794310936099,0.11787322505816664,3.4989136264680085,Low
10.748331331986806,8.411380127757987,0.05981489372077192,0.16447417245729556,3.6552065707177928,Low
9.442020154911345,14.437577467182594,0.25868570938002705,0.14329611644022447,3.1823350057748367,Low
9.522213215731155,16.06872008571247,0.4190455625809979,0.17142001482276276,3.307386084057511,Low
10.813843436149378,11.783969635258998,0.10094636748693117,0.16419712873720635,3.3747270275217294,Low
10.185632896842188,15.010598693676073,0.14337022703972283,0.1478151326202938,3.3263230853733408,Low
9.22940305950642,13.084908075142902,0.20996513650876414,0.12459618845794784,3.79010130710359,Low
10.008874252162961,10.064640736184627,0.1496524345883801,0.10455458325942406,3.5361006118156775,Low
9.151732674196724,13.084186816525241,0.04493365689338674,0.13660455143798936,3.2343431120649746,Low
9.230844345884096,16.614109699397908,0.20685629748060275,0.17569196382970417,3.6215155001667747,Low
9.740454631566521,11.892521882670145,0.09376962862738952,0.15642281232390612,3.8963003508143097,Low
8.09305542580552,16.693930967442018,0.24735924306351817,0.11262783663864036,3.632285279191174,Low
8.174094522277883,4.140764687730767,0.10805757657661968,0.15519542777553547,3.1637087338362115,Low
9.2276666968581,14.465707513125672,0.35499344050175397,0.1615595213918651,3.2966551532762236,Low
8.75057243911565,12.261141204714514,0.1216746707663763,0.123484276913966,3.7168798286074116,Low
9.835294790265936,11.102977948602398,0.16779384837943245,0.15461175317836584,3.308127952362414,Low
8.914256600451516,12.275282329606506,0.281351721736967,0.15174626155338,3.5043583691081555,Low
8.40861382311007,6.037293256197321,0.07691356835660448,0.11571089106508131,3.631852740178886,Low
10.78389201186745,11.340984336487464,0.22274599346041296,0.16073362081044848,3.2477901076462596,Low
9.484736097324893,13.07133771453524,0.33071427542824283,0.16682353579104703,3.388880646159167,Low
9.573648402022277,16.433682134224547,0.039251676543877234,0.1824915372952583,2.839971029023022,Low
8.46943314395585,10.445189345179058,0.21846338585323044,0.1816140615610471,3.229583455977173,Low
9.177487960092275,9.574519191320437,0.22598827942484237,0.10866991896128726,3.3816898858939153,Low
9.727829215356758,10.49472886924639,0.2781822871777311,0.12186524880254632,3.166988677453711,Low
8.617357602518252,14.746206353106222,0.07630492891219182,0.16545105801625978,3.8035907821126695,Low
9.834535584022323,12.986253328979053,0.06795433869157239,0.16541357852736627,3.193585422800402,Low
9.145586126345801,10.410719388698883,0.25219415656168975,0.16545143058918144,3.3363328556920964,Low
9.381494233827038,13.539802299340067,0.2296984673233186,0.26558194471964164,3.4572385752602224,Low
9.131159352733775,12.29123264804412,0.22504928503458765,0.167126715320795,3.720739872302847,Low
11.099144958081999,14.905934971598668,0.23464482094969757,0.18406696920541796,3.142434123479203,Low
9.555200984130728,9.893840718367944,0.1319975278421509,0.17862005290479607,3.6930334920783463,Low
8.76544394169333,11.017013560206696,0.22322536971610035,0.16954173753917393,3.435079001289087,Low
10.272689553347485,10.823675540603528,0.22930724732986812,0.14054192266078963,3.2349060955914495,Low
8.587607509121865,7.609455155603644,0.12856485819736324,0.172769076614798,3.553851237393445,Low
9.860379601561043,12.888360831193728,0.38657745111447567,0.12681524356387283,3.4238387037803513,Low
8.05595554694177,12.783165816539668,0.24738329209117876,0.14289544179779973,3.3057416369408874,Low
8.477885986021123,12.015340369927383,0.08086965027973514,0.1354390935651269,3.489699521914083,Low
9.790316669126991,11.29623859987456,0.265655360863383,0.15245622418158966,3.343240672368633,Low
10.142039180484963,7.753887773848757,0.10253183297726787,0.21943975700020524,3.491943919157069,Low
9.776448855139098,10.738064031703923,0.27870846037424524,0.09398204422224755,3.548813596791936,Low
9.565411153039777,10.971856450419692,0.31585955790074044,0.17058780571123539,3.722445495858848,Low
9.318082927610984,9.593168192335144,0.11793176816482896,0.10161852386431044,3.2170573697851816,Low
8.465351214168274,11.516142865001973,0.29633761292443217,0.135842044026317,3.837705391053924,Low
9.044763679631059,13.212152570443616,0.24127809269364986,0.18266851790902097,3.0371990122874046,Low
9.272591991231895,17.65855770363159,0.282206015999449,0.1519284005728639,3.3849811761930484,Low
10.54053743010783,12.523733438495517,0.38967929826539477,0.11766765666212081,3.500759651817297,Low
9.862625225854625,12.772651172168294,0.17546118839971298,0.12854088872220096,3.5035600170270924,Low
8.151881067491939,11.776662252701499,0.12462638356425104,0.17038793246804027,3.338072180966606,Low
9.81479145403456,6.243686354102875,0.11104855703744768,0.1280890010484859,3.425060982817311,Low
9.251143661418675,11.92045837365235,0.11841897150345618,0.15649375768745924,3.3658741216171966,Low
9.054607314284528,12.18069062982308,0.1922898290585896,0.1513671551971144,3.324440099893581,Low
10.106398629813526,19.38972633745586,0.2341151974816644,0.1304519895718255,3.5996858601597057,Low
10.43863415796326,11.422917105656632,0.22766907993300192,0.21431832267975975,3.5031023732131086,Low
10.38638325774476,12.904642027000838,0.2827183249036024,0.16901757066954032,3.2766025834767887,Low
8.929276076015784,11.89586469088427,0.20130018918779072,0.08924572240027179,3.6195299183303127,Low
9.425306803176893,8.493965887141403,0.3453534077157317,0.15559362944308283,3.4578538818606024,Low
9.851777903460953,15.42846844354506,0.1735343166762044,0.13014640605694835,3.6105121287649307,Low
10.516444560027368,14.255799098060322,0.4720169166589619,0.1755730000438867,3.484320693387034,Low
11.184158376231073,4.320556315638448,0.6947087699374583,0.09671384224130283,2.873016200701966,Medium
11.254499934240304,4.801214709111956,0.4052895327957593,0.05740586290684764,3.1491333937316717,Medium
